Year,AgeGrp,Scenario,BMI,Indicator,medval,lowval,highval,combined
2027,"[0,99]",Energy Price Shock,Mild thinness,Number of TB cases,412.7836502,365.8878855,467.4707643,"412.8 (365.9, 467.5)"
2027,"[0,99]",Energy Price Shock,Moderate to severe thinness,Number of TB cases,384.6260484,339.3536036,435.4253329,"384.6 (339.4, 435.4)"
2027,"[0,99]",Energy Price Shock,Normal BMI,Number of TB cases,1416.946736,1292.15869,1545.956888,"1416.9 (1292.2, 1546)"
2027,"[0,99]",Energy Price Shock,Overweight BMI,Number of TB cases,112.9214345,98.10867411,131.2527854,"112.9 (98.1, 131.3)"
2027,"[0,99]",Export and Energy Shocks,Mild thinness,Number of TB cases,414.3344766,367.3561219,468.9834111,"414.3 (367.4, 469)"
2027,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,Number of TB cases,386.4482802,339.1259759,438.4484013,"386.4 (339.1, 438.4)"
2027,"[0,99]",Export and Energy Shocks,Normal BMI,Number of TB cases,1418.202986,1292.864785,1548.652415,"1418.2 (1292.9, 1548.7)"
2027,"[0,99]",Export and Energy Shocks,Overweight BMI,Number of TB cases,112.4126942,97.83139589,130.9899279,"112.4 (97.8, 131)"
2027,"[0,99]",Export Restriction Shock,Mild thinness,Number of TB cases,380.6246394,337.9853441,428.8505675,"380.6 (338, 428.9)"
2027,"[0,99]",Export Restriction Shock,Moderate to severe thinness,Number of TB cases,356.8298811,314.2014129,401.6151127,"356.8 (314.2, 401.6)"
2027,"[0,99]",Export Restriction Shock,Normal BMI,Number of TB cases,1401.088523,1276.110511,1529.486358,"1401.1 (1276.1, 1529.5)"
2027,"[0,99]",Export Restriction Shock,Overweight BMI,Number of TB cases,121.3852431,105.7758418,140.3870965,"121.4 (105.8, 140.4)"
2027,"[0,99]",No Shocks,Mild thinness,Number of TB cases,379.3469324,337.1961537,426.2448754,"379.3 (337.2, 426.2)"
2027,"[0,99]",No Shocks,Moderate to severe thinness,Number of TB cases,355.488068,312.9323269,400.4932863,"355.5 (312.9, 400.5)"
2027,"[0,99]",No Shocks,Normal BMI,Number of TB cases,1400.412872,1275.536689,1527.973534,"1400.4 (1275.5, 1528)"
2027,"[0,99]",No Shocks,Overweight BMI,Number of TB cases,121.813834,106.3461304,140.7351201,"121.8 (106.3, 140.7)"
2028,"[0,99]",Energy Price Shock,Mild thinness,TB incidence rate,232.1955786,211.1588292,253.7916834,"232.2 (211.2, 253.8)"
2028,"[0,99]",Energy Price Shock,Moderate to severe thinness,TB incidence rate,327.6231002,292.7890034,360.3745067,"327.6 (292.8, 360.4)"
2028,"[0,99]",Energy Price Shock,Normal BMI,TB incidence rate,152.6364109,138.8063095,167.0087955,"152.6 (138.8, 167)"
2028,"[0,99]",Energy Price Shock,Overweight BMI,TB incidence rate,42.80897466,37.72745292,49.43382164,"42.8 (37.7, 49.4)"
2028,"[0,99]",Export and Energy Shocks,Mild thinness,TB incidence rate,232.2919339,211.2081106,254.1871357,"232.3 (211.2, 254.2)"
2028,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,TB incidence rate,327.47414,292.6943311,360.2457341,"327.5 (292.7, 360.2)"
2028,"[0,99]",Export and Energy Shocks,Normal BMI,TB incidence rate,152.7906761,139.0075977,167.0864983,"152.8 (139, 167.1)"
2028,"[0,99]",Export and Energy Shocks,Overweight BMI,TB incidence rate,42.81825202,37.74675863,49.50046228,"42.8 (37.7, 49.5)"
2028,"[0,99]",Export Restriction Shock,Mild thinness,TB incidence rate,231.2974993,209.8261697,252.9394742,"231.3 (209.8, 252.9)"
2028,"[0,99]",Export Restriction Shock,Moderate to severe thinness,TB incidence rate,327.5761426,292.8130072,360.458747,"327.6 (292.8, 360.5)"
2028,"[0,99]",Export Restriction Shock,Normal BMI,TB incidence rate,150.4288551,136.8253734,164.6181176,"150.4 (136.8, 164.6)"
2028,"[0,99]",Export Restriction Shock,Overweight BMI,TB incidence rate,42.53094647,37.49947777,49.20703408,"42.5 (37.5, 49.2)"
2028,"[0,99]",No Shocks,Mild thinness,TB incidence rate,231.216669,209.7429653,252.7640127,"231.2 (209.7, 252.8)"
2028,"[0,99]",No Shocks,Moderate to severe thinness,TB incidence rate,327.6997536,292.863832,360.3056824,"327.7 (292.9, 360.3)"
2028,"[0,99]",No Shocks,Normal BMI,TB incidence rate,150.3483081,136.7448583,164.5243957,"150.3 (136.7, 164.5)"
2028,"[0,99]",No Shocks,Overweight BMI,TB incidence rate,42.52543667,37.4894009,49.20984674,"42.5 (37.5, 49.2)"
2028,"[0,99]",Energy Price Shock,Mild thinness,Number of TB cases,404.8120831,359.0357179,458.4878099,"404.8 (359, 458.5)"
2028,"[0,99]",Energy Price Shock,Moderate to severe thinness,Number of TB cases,375.898161,330.7709907,425.6913715,"375.9 (330.8, 425.7)"
2028,"[0,99]",Energy Price Shock,Normal BMI,Number of TB cases,1408.473312,1282.31131,1540.97145,"1408.5 (1282.3, 1541)"
2028,"[0,99]",Energy Price Shock,Overweight BMI,Number of TB cases,114.7079487,100.3120671,133.0731919,"114.7 (100.3, 133.1)"
2028,"[0,99]",Export and Energy Shocks,Mild thinness,Number of TB cases,405.8122812,359.5499839,460.1608967,"405.8 (359.5, 460.2)"
2028,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,Number of TB cases,377.7396436,332.2307386,427.2907708,"377.7 (332.2, 427.3)"
2028,"[0,99]",Export and Energy Shocks,Normal BMI,Number of TB cases,1409.694538,1283.300105,1542.108168,"1409.7 (1283.3, 1542.1)"
2028,"[0,99]",Export and Energy Shocks,Overweight BMI,Number of TB cases,114.2679772,99.92002848,132.4902711,"114.3 (99.9, 132.5)"
2028,"[0,99]",Export Restriction Shock,Mild thinness,Number of TB cases,372.7642103,331.0187192,421.0370672,"372.8 (331, 421)"
2028,"[0,99]",Export Restriction Shock,Moderate to severe thinness,Number of TB cases,348.4080154,306.4310728,393.8628226,"348.4 (306.4, 393.9)"
2028,"[0,99]",Export Restriction Shock,Normal BMI,Number of TB cases,1389.547274,1264.237702,1520.858026,"1389.5 (1264.2, 1520.9)"
2028,"[0,99]",Export Restriction Shock,Overweight BMI,Number of TB cases,122.6541971,107.4775913,141.8625462,"122.7 (107.5, 141.9)"
2028,"[0,99]",No Shocks,Mild thinness,Number of TB cases,371.8657701,330.0659567,420.7276359,"371.9 (330.1, 420.7)"
2028,"[0,99]",No Shocks,Moderate to severe thinness,Number of TB cases,347.4581343,304.6156658,393.8091257,"347.5 (304.6, 393.8)"
2028,"[0,99]",No Shocks,Normal BMI,Number of TB cases,1388.741233,1262.837984,1519.369245,"1388.7 (1262.8, 1519.4)"
2028,"[0,99]",No Shocks,Overweight BMI,Number of TB cases,123.0884089,107.4218652,141.8189601,"123.1 (107.4, 141.8)"
2029,"[0,99]",Energy Price Shock,Mild thinness,TB incidence rate,229.7950546,208.3145434,251.2713573,"229.8 (208.3, 251.3)"
2029,"[0,99]",Energy Price Shock,Moderate to severe thinness,TB incidence rate,324.2710893,289.0361336,357.6046067,"324.3 (289, 357.6)"
2029,"[0,99]",Energy Price Shock,Normal BMI,TB incidence rate,150.6758892,136.7927747,165.0530169,"150.7 (136.8, 165.1)"
2029,"[0,99]",Energy Price Shock,Overweight BMI,TB incidence rate,42.19863255,37.12041299,48.79206787,"42.2 (37.1, 48.8)"
2029,"[0,99]",Export and Energy Shocks,Mild thinness,TB incidence rate,229.8760908,208.3385384,251.6160107,"229.9 (208.3, 251.6)"
2029,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,TB incidence rate,324.4059142,289.1435526,357.449144,"324.4 (289.1, 357.4)"
2029,"[0,99]",Export and Energy Shocks,Normal BMI,TB incidence rate,150.8204077,137.0664951,165.1383308,"150.8 (137.1, 165.1)"
2029,"[0,99]",Export and Energy Shocks,Overweight BMI,TB incidence rate,42.18950704,37.12344687,48.83180821,"42.2 (37.1, 48.8)"
2029,"[0,99]",Export Restriction Shock,Mild thinness,TB incidence rate,228.4265888,206.8481821,250.3639156,"228.4 (206.8, 250.4)"
2029,"[0,99]",Export Restriction Shock,Moderate to severe thinness,TB incidence rate,323.7113739,288.9011432,356.6970779,"323.7 (288.9, 356.7)"
2029,"[0,99]",Export Restriction Shock,Normal BMI,TB incidence rate,148.2143606,134.6101703,162.5147492,"148.2 (134.6, 162.5)"
2029,"[0,99]",Export Restriction Shock,Overweight BMI,TB incidence rate,41.8544776,36.80361952,48.41857573,"41.9 (36.8, 48.4)"
2029,"[0,99]",No Shocks,Mild thinness,TB incidence rate,228.3590174,206.7606545,250.1436648,"228.4 (206.8, 250.1)"
2029,"[0,99]",No Shocks,Moderate to severe thinness,TB incidence rate,323.677775,288.8987108,356.4386958,"323.7 (288.9, 356.4)"
2029,"[0,99]",No Shocks,Normal BMI,TB incidence rate,148.1355213,134.5457431,162.4086177,"148.1 (134.5, 162.4)"
2029,"[0,99]",No Shocks,Overweight BMI,TB incidence rate,41.83776446,36.79443388,48.42019268,"41.8 (36.8, 48.4)"
2029,"[0,99]",Energy Price Shock,Mild thinness,Number of TB cases,397.2681733,350.4670701,451.48722,"397.3 (350.5, 451.5)"
2029,"[0,99]",Energy Price Shock,Moderate to severe thinness,Number of TB cases,367.8620397,320.9406596,417.8503725,"367.9 (320.9, 417.9)"
2029,"[0,99]",Energy Price Shock,Normal BMI,Number of TB cases,1400.313685,1272.06214,1534.749317,"1400.3 (1272.1, 1534.7)"
2029,"[0,99]",Energy Price Shock,Overweight BMI,Number of TB cases,116.2128022,101.9401755,134.8575339,"116.2 (101.9, 134.9)"
2029,"[0,99]",Export and Energy Shocks,Mild thinness,Number of TB cases,399.8955204,354.8929437,452.0167992,"399.9 (354.9, 452)"
2029,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,Number of TB cases,369.6202962,325.9869223,417.965863,"369.6 (326, 418)"
2029,"[0,99]",Export and Energy Shocks,Normal BMI,Number of TB cases,1401.858568,1274.385764,1535.203606,"1401.9 (1274.4, 1535.2)"
2029,"[0,99]",Export and Energy Shocks,Overweight BMI,Number of TB cases,115.7139146,101.0721987,133.7014661,"115.7 (101.1, 133.7)"
2029,"[0,99]",Export Restriction Shock,Mild thinness,Number of TB cases,366.7106378,325.9387361,415.437158,"366.7 (325.9, 415.4)"
2029,"[0,99]",Export Restriction Shock,Moderate to severe thinness,Number of TB cases,341.0643557,300.145563,384.6951148,"341.1 (300.1, 384.7)"
2029,"[0,99]",Export Restriction Shock,Normal BMI,Number of TB cases,1377.938536,1252.131495,1510.585127,"1377.9 (1252.1, 1510.6)"
2029,"[0,99]",Export Restriction Shock,Overweight BMI,Number of TB cases,123.6478024,108.2956342,142.8338938,"123.6 (108.3, 142.8)"
2029,"[0,99]",No Shocks,Mild thinness,Number of TB cases,365.4741143,324.0925624,413.4088105,"365.5 (324.1, 413.4)"
2029,"[0,99]",No Shocks,Moderate to severe thinness,Number of TB cases,340.5419269,299.1357699,384.5929898,"340.5 (299.1, 384.6)"
2029,"[0,99]",No Shocks,Normal BMI,Number of TB cases,1377.5281,1251.209378,1510.220978,"1377.5 (1251.2, 1510.2)"
2029,"[0,99]",No Shocks,Overweight BMI,Number of TB cases,123.8879275,108.3704475,142.8745404,"123.9 (108.4, 142.9)"
2030,"[0,99]",Energy Price Shock,Mild thinness,TB incidence rate,227.2866716,205.6011777,248.7785129,"227.3 (205.6, 248.8)"
2030,"[0,99]",Energy Price Shock,Moderate to severe thinness,TB incidence rate,321.0662445,285.6486328,354.3639929,"321.1 (285.6, 354.4)"
2030,"[0,99]",Energy Price Shock,Normal BMI,TB incidence rate,148.7935287,134.9460024,163.0543552,"148.8 (134.9, 163.1)"
2030,"[0,99]",Energy Price Shock,Overweight BMI,TB incidence rate,41.59397587,36.54759755,48.12720915,"41.6 (36.5, 48.1)"
2030,"[0,99]",Export and Energy Shocks,Mild thinness,TB incidence rate,227.4006477,205.6778811,248.9620538,"227.4 (205.7, 249)"
2030,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,TB incidence rate,321.1458096,285.7839579,354.3567949,"321.1 (285.8, 354.4)"
2030,"[0,99]",Export and Energy Shocks,Normal BMI,TB incidence rate,148.8974219,135.1194195,163.1680375,"148.9 (135.1, 163.2)"
2030,"[0,99]",Export and Energy Shocks,Overweight BMI,TB incidence rate,41.5900622,36.5268086,48.14501135,"41.6 (36.5, 48.1)"
2030,"[0,99]",Export Restriction Shock,Mild thinness,TB incidence rate,225.5204971,203.9070047,247.7828323,"225.5 (203.9, 247.8)"
2030,"[0,99]",Export Restriction Shock,Moderate to severe thinness,TB incidence rate,319.9383347,285.0347362,353.3021417,"319.9 (285, 353.3)"
2030,"[0,99]",Export Restriction Shock,Normal BMI,TB incidence rate,146.146947,132.5061565,160.3843452,"146.1 (132.5, 160.4)"
2030,"[0,99]",Export Restriction Shock,Overweight BMI,TB incidence rate,41.18213942,36.14342836,47.64401535,"41.2 (36.1, 47.6)"
2030,"[0,99]",No Shocks,Mild thinness,TB incidence rate,225.5217119,203.6885929,247.7091132,"225.5 (203.7, 247.7)"
2030,"[0,99]",No Shocks,Moderate to severe thinness,TB incidence rate,319.8240925,284.8738214,352.9803609,"319.8 (284.9, 353)"
2030,"[0,99]",No Shocks,Normal BMI,TB incidence rate,146.0303569,132.4238353,160.3068304,"146 (132.4, 160.3)"
2030,"[0,99]",No Shocks,Overweight BMI,TB incidence rate,41.1541254,36.12438219,47.62195607,"41.2 (36.1, 47.6)"
2030,"[0,99]",Energy Price Shock,Mild thinness,Number of TB cases,391.7767513,347.0541857,443.421589,"391.8 (347.1, 443.4)"
2030,"[0,99]",Energy Price Shock,Moderate to severe thinness,Number of TB cases,361.1237403,316.1087331,408.9576874,"361.1 (316.1, 409)"
2030,"[0,99]",Energy Price Shock,Normal BMI,Number of TB cases,1392.669957,1262.921962,1526.951356,"1392.7 (1262.9, 1527)"
2030,"[0,99]",Energy Price Shock,Overweight BMI,Number of TB cases,117.0766686,102.2256987,135.4562886,"117.1 (102.2, 135.5)"
2030,"[0,99]",Export and Energy Shocks,Mild thinness,Number of TB cases,394.0002355,349.3195902,444.9042017,"394 (349.3, 444.9)"
2030,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,Number of TB cases,362.8584339,319.2543629,410.3481426,"362.9 (319.3, 410.3)"
2030,"[0,99]",Export and Energy Shocks,Normal BMI,Number of TB cases,1393.607716,1264.767738,1527.747715,"1393.6 (1264.8, 1527.7)"
2030,"[0,99]",Export and Energy Shocks,Overweight BMI,Number of TB cases,116.7203328,101.9780798,134.6496718,"116.7 (102, 134.6)"
2030,"[0,99]",Export Restriction Shock,Mild thinness,Number of TB cases,360.5049317,319.3765072,408.6052212,"360.5 (319.4, 408.6)"
2030,"[0,99]",Export Restriction Shock,Moderate to severe thinness,Number of TB cases,333.948894,292.333188,377.8466945,"333.9 (292.3, 377.8)"
2030,"[0,99]",Export Restriction Shock,Normal BMI,Number of TB cases,1367.92079,1239.520063,1501.803993,"1367.9 (1239.5, 1501.8)"
2030,"[0,99]",Export Restriction Shock,Overweight BMI,Number of TB cases,124.5262514,108.6116984,143.905404,"124.5 (108.6, 143.9)"
2030,"[0,99]",No Shocks,Mild thinness,Number of TB cases,359.6045398,318.5925899,407.905194,"359.6 (318.6, 407.9)"
2030,"[0,99]",No Shocks,Moderate to severe thinness,Number of TB cases,333.6016649,292.4911924,376.1262482,"333.6 (292.5, 376.1)"
2030,"[0,99]",No Shocks,Normal BMI,Number of TB cases,1366.533841,1239.115509,1500.441367,"1366.5 (1239.1, 1500.4)"
2030,"[0,99]",No Shocks,Overweight BMI,Number of TB cases,124.672711,109.0956807,143.4883717,"124.7 (109.1, 143.5)"
2031,"[0,99]",Energy Price Shock,Mild thinness,TB incidence rate,224.7598076,202.6954201,246.2901674,"224.8 (202.7, 246.3)"
2031,"[0,99]",Energy Price Shock,Moderate to severe thinness,TB incidence rate,317.6648758,282.4632719,351.2293926,"317.7 (282.5, 351.2)"
2031,"[0,99]",Energy Price Shock,Normal BMI,TB incidence rate,147.0383355,133.0859563,161.2909352,"147 (133.1, 161.3)"
2031,"[0,99]",Energy Price Shock,Overweight BMI,TB incidence rate,40.99915971,36.02294391,47.45399432,"41 (36, 47.5)"
2031,"[0,99]",Export and Energy Shocks,Mild thinness,TB incidence rate,224.8789865,202.8122362,246.4729887,"224.9 (202.8, 246.5)"
2031,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,TB incidence rate,317.6816636,282.346233,351.2070967,"317.7 (282.3, 351.2)"
2031,"[0,99]",Export and Energy Shocks,Normal BMI,TB incidence rate,147.0986213,133.2319207,161.3342196,"147.1 (133.2, 161.3)"
2031,"[0,99]",Export and Energy Shocks,Overweight BMI,TB incidence rate,41.00292802,36.0373241,47.47811788,"41 (36, 47.5)"
2031,"[0,99]",Export Restriction Shock,Mild thinness,TB incidence rate,222.849499,200.7608335,244.8540496,"222.8 (200.8, 244.9)"
2031,"[0,99]",Export Restriction Shock,Moderate to severe thinness,TB incidence rate,316.2484299,281.141398,349.7707785,"316.2 (281.1, 349.8)"
2031,"[0,99]",Export Restriction Shock,Normal BMI,TB incidence rate,144.1494607,130.4876572,158.382781,"144.1 (130.5, 158.4)"
2031,"[0,99]",Export Restriction Shock,Overweight BMI,TB incidence rate,40.51603937,35.52227342,46.94801936,"40.5 (35.5, 46.9)"
2031,"[0,99]",No Shocks,Mild thinness,TB incidence rate,222.7791319,200.8131227,244.801628,"222.8 (200.8, 244.8)"
2031,"[0,99]",No Shocks,Moderate to severe thinness,TB incidence rate,316.3295446,281.1040802,349.4530812,"316.3 (281.1, 349.5)"
2031,"[0,99]",No Shocks,Normal BMI,TB incidence rate,144.0327898,130.3983452,158.2815045,"144 (130.4, 158.3)"
2031,"[0,99]",No Shocks,Overweight BMI,TB incidence rate,40.50263712,35.50263008,46.93519522,"40.5 (35.5, 46.9)"
2031,"[0,99]",Energy Price Shock,Mild thinness,Number of TB cases,387.4010134,342.8424487,439.5422095,"387.4 (342.8, 439.5)"
2031,"[0,99]",Energy Price Shock,Moderate to severe thinness,Number of TB cases,355.5557259,311.7564321,403.3942755,"355.6 (311.8, 403.4)"
2031,"[0,99]",Energy Price Shock,Normal BMI,Number of TB cases,1384.974561,1253.523316,1518.71701,"1385 (1253.5, 1518.7)"
2031,"[0,99]",Energy Price Shock,Overweight BMI,Number of TB cases,117.559698,102.6195837,135.7627247,"117.6 (102.6, 135.8)"
2031,"[0,99]",Export and Energy Shocks,Mild thinness,Number of TB cases,389.5016258,344.9733759,442.3745815,"389.5 (345, 442.4)"
2031,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,Number of TB cases,357.5401616,313.6780228,404.9566316,"357.5 (313.7, 405)"
2031,"[0,99]",Export and Energy Shocks,Normal BMI,Number of TB cases,1385.407455,1254.897643,1520.130404,"1385.4 (1254.9, 1520.1)"
2031,"[0,99]",Export and Energy Shocks,Overweight BMI,Number of TB cases,117.1396405,102.4200879,135.1801503,"117.1 (102.4, 135.2)"
2031,"[0,99]",Export Restriction Shock,Mild thinness,Number of TB cases,353.3788124,313.0308672,400.5094173,"353.4 (313, 400.5)"
2031,"[0,99]",Export Restriction Shock,Moderate to severe thinness,Number of TB cases,326.2921106,286.4931314,370.1077128,"326.3 (286.5, 370.1)"
2031,"[0,99]",Export Restriction Shock,Normal BMI,Number of TB cases,1357.340676,1228.170171,1491.585993,"1357.3 (1228.2, 1491.6)"
2031,"[0,99]",Export Restriction Shock,Overweight BMI,Number of TB cases,125.3615965,109.5437181,144.7110876,"125.4 (109.5, 144.7)"
2031,"[0,99]",No Shocks,Mild thinness,Number of TB cases,352.9589495,312.643929,400.3770499,"353 (312.6, 400.4)"
2031,"[0,99]",No Shocks,Moderate to severe thinness,Number of TB cases,325.2250159,285.3684042,368.4426148,"325.2 (285.4, 368.4)"
2031,"[0,99]",No Shocks,Normal BMI,Number of TB cases,1356.129317,1227.250595,1490.292559,"1356.1 (1227.3, 1490.3)"
2031,"[0,99]",No Shocks,Overweight BMI,Number of TB cases,125.5688493,109.9950861,144.8268814,"125.6 (110, 144.8)"
2032,"[0,99]",Energy Price Shock,Mild thinness,TB incidence rate,222.417326,200.2698693,244.0022799,"222.4 (200.3, 244)"
2032,"[0,99]",Energy Price Shock,Moderate to severe thinness,TB incidence rate,314.4055244,279.2452316,347.8855436,"314.4 (279.2, 347.9)"
2032,"[0,99]",Energy Price Shock,Normal BMI,TB incidence rate,145.3220755,131.2051781,159.7508349,"145.3 (131.2, 159.8)"
2032,"[0,99]",Energy Price Shock,Overweight BMI,TB incidence rate,40.39800634,35.43312038,46.79448125,"40.4 (35.4, 46.8)"
2032,"[0,99]",Export and Energy Shocks,Mild thinness,TB incidence rate,222.4458942,200.3575005,244.0561778,"222.4 (200.4, 244.1)"
2032,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,TB incidence rate,314.5566798,279.4045761,348.0267155,"314.6 (279.4, 348)"
2032,"[0,99]",Export and Energy Shocks,Normal BMI,TB incidence rate,145.4254731,131.4507856,159.7972491,"145.4 (131.5, 159.8)"
2032,"[0,99]",Export and Energy Shocks,Overweight BMI,TB incidence rate,40.4202597,35.47391086,46.84051247,"40.4 (35.5, 46.8)"
2032,"[0,99]",Export Restriction Shock,Mild thinness,TB incidence rate,220.3395192,198.1603166,242.2841388,"220.3 (198.2, 242.3)"
2032,"[0,99]",Export Restriction Shock,Moderate to severe thinness,TB incidence rate,312.8542319,277.7448672,346.3475576,"312.9 (277.7, 346.3)"
2032,"[0,99]",Export Restriction Shock,Normal BMI,TB incidence rate,142.2720431,128.4725752,156.6795344,"142.3 (128.5, 156.7)"
2032,"[0,99]",Export Restriction Shock,Overweight BMI,TB incidence rate,39.88122349,34.93390597,46.27982037,"39.9 (34.9, 46.3)"
2032,"[0,99]",No Shocks,Mild thinness,TB incidence rate,220.2889417,198.0486761,242.1710641,"220.3 (198, 242.2)"
2032,"[0,99]",No Shocks,Moderate to severe thinness,TB incidence rate,312.966169,277.609502,345.982713,"313 (277.6, 346)"
2032,"[0,99]",No Shocks,Normal BMI,TB incidence rate,142.1641599,128.409269,156.5222867,"142.2 (128.4, 156.5)"
2032,"[0,99]",No Shocks,Overweight BMI,TB incidence rate,39.86083555,34.92572484,46.25933629,"39.9 (34.9, 46.3)"
2032,"[0,99]",Energy Price Shock,Mild thinness,Number of TB cases,382.0622902,337.6431893,435.1665422,"382.1 (337.6, 435.2)"
2032,"[0,99]",Energy Price Shock,Moderate to severe thinness,Number of TB cases,348.9733958,305.7486919,398.0631497,"349 (305.7, 398.1)"
2032,"[0,99]",Energy Price Shock,Normal BMI,Number of TB cases,1376.785313,1243.417208,1513.797071,"1376.8 (1243.4, 1513.8)"
2032,"[0,99]",Energy Price Shock,Overweight BMI,Number of TB cases,118.263206,103.1403803,136.6775881,"118.3 (103.1, 136.7)"
2032,"[0,99]",Export and Energy Shocks,Mild thinness,Number of TB cases,383.9104209,340.4856761,438.4639401,"383.9 (340.5, 438.5)"
2032,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,Number of TB cases,350.4116935,307.8161274,400.572835,"350.4 (307.8, 400.6)"
2032,"[0,99]",Export and Energy Shocks,Normal BMI,Number of TB cases,1378.385627,1245.850761,1514.261196,"1378.4 (1245.9, 1514.3)"
2032,"[0,99]",Export and Energy Shocks,Overweight BMI,Number of TB cases,117.9500462,103.0028852,135.7193937,"118 (103, 135.7)"
2032,"[0,99]",Export Restriction Shock,Mild thinness,Number of TB cases,347.827616,307.712499,393.5574228,"347.8 (307.7, 393.6)"
2032,"[0,99]",Export Restriction Shock,Moderate to severe thinness,Number of TB cases,318.6821078,279.6595518,361.6159655,"318.7 (279.7, 361.6)"
2032,"[0,99]",Export Restriction Shock,Normal BMI,Number of TB cases,1347.280781,1216.873949,1483.145307,"1347.3 (1216.9, 1483.1)"
2032,"[0,99]",Export Restriction Shock,Overweight BMI,Number of TB cases,126.2244118,110.3178667,145.3525825,"126.2 (110.3, 145.4)"
2032,"[0,99]",No Shocks,Mild thinness,Number of TB cases,346.7198637,307.5240335,392.9754696,"346.7 (307.5, 393)"
2032,"[0,99]",No Shocks,Moderate to severe thinness,Number of TB cases,318.1641156,278.3781898,361.2258519,"318.2 (278.4, 361.2)"
2032,"[0,99]",No Shocks,Normal BMI,Number of TB cases,1346.23595,1216.335681,1481.956207,"1346.2 (1216.3, 1482)"
2032,"[0,99]",No Shocks,Overweight BMI,Number of TB cases,126.4563285,110.4352234,145.8806184,"126.5 (110.4, 145.9)"
2033,"[0,99]",Energy Price Shock,Mild thinness,TB incidence rate,220.076772,197.7605738,242.0265943,"220.1 (197.8, 242)"
2033,"[0,99]",Energy Price Shock,Moderate to severe thinness,TB incidence rate,311.3835475,276.4015912,345.0760758,"311.4 (276.4, 345.1)"
2033,"[0,99]",Energy Price Shock,Normal BMI,TB incidence rate,143.6819651,129.503316,158.1419454,"143.7 (129.5, 158.1)"
2033,"[0,99]",Energy Price Shock,Overweight BMI,TB incidence rate,39.84333344,34.87874802,46.18110007,"39.8 (34.9, 46.2)"
2033,"[0,99]",Export and Energy Shocks,Mild thinness,TB incidence rate,220.3129754,197.8762115,241.9367535,"220.3 (197.9, 241.9)"
2033,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,TB incidence rate,311.49098,276.5014322,345.3225532,"311.5 (276.5, 345.3)"
2033,"[0,99]",Export and Energy Shocks,Normal BMI,TB incidence rate,143.8643235,129.743725,158.3550441,"143.9 (129.7, 158.4)"
2033,"[0,99]",Export and Energy Shocks,Overweight BMI,TB incidence rate,39.86343571,34.91150479,46.2631124,"39.9 (34.9, 46.3)"
2033,"[0,99]",Export Restriction Shock,Mild thinness,TB incidence rate,217.9135307,195.5673639,239.7050375,"217.9 (195.6, 239.7)"
2033,"[0,99]",Export Restriction Shock,Moderate to severe thinness,TB incidence rate,309.6019514,274.2403181,343.3006963,"309.6 (274.2, 343.3)"
2033,"[0,99]",Export Restriction Shock,Normal BMI,TB incidence rate,140.4424418,126.7148791,154.7751575,"140.4 (126.7, 154.8)"
2033,"[0,99]",Export Restriction Shock,Overweight BMI,TB incidence rate,39.29563222,34.35673893,45.58533116,"39.3 (34.4, 45.6)"
2033,"[0,99]",No Shocks,Mild thinness,TB incidence rate,217.8697145,195.5874337,239.6492065,"217.9 (195.6, 239.6)"
2033,"[0,99]",No Shocks,Moderate to severe thinness,TB incidence rate,309.6714213,274.1780628,343.1607223,"309.7 (274.2, 343.2)"
2033,"[0,99]",No Shocks,Normal BMI,TB incidence rate,140.3414774,126.6124656,154.6586943,"140.3 (126.6, 154.7)"
2033,"[0,99]",No Shocks,Overweight BMI,TB incidence rate,39.27499288,34.34225874,45.54244431,"39.3 (34.3, 45.5)"
2033,"[0,99]",Energy Price Shock,Mild thinness,Number of TB cases,376.6229566,332.4952486,428.9347531,"376.6 (332.5, 428.9)"
2033,"[0,99]",Energy Price Shock,Moderate to severe thinness,Number of TB cases,341.9658257,300.6766542,389.277736,"342 (300.7, 389.3)"
2033,"[0,99]",Energy Price Shock,Normal BMI,Number of TB cases,1369.683183,1233.801237,1507.968172,"1369.7 (1233.8, 1508)"
2033,"[0,99]",Energy Price Shock,Overweight BMI,Number of TB cases,119.0660866,103.8273959,137.3518222,"119.1 (103.8, 137.4)"
2033,"[0,99]",Export and Energy Shocks,Mild thinness,Number of TB cases,378.4684611,334.1662195,430.667023,"378.5 (334.2, 430.7)"
2033,"[0,99]",Export and Energy Shocks,Moderate to severe thinness,Number of TB cases,343.3393257,301.2971363,391.3315335,"343.3 (301.3, 391.3)"
2033,"[0,99]",Export and Energy Shocks,Normal BMI,Number of TB cases,1371.928099,1236.542271,1509.788991,"1371.9 (1236.5, 1509.8)"
